Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - total = 0,IE 11,,2018-02-14 17:25:06,2018-02-14 17:25:06,"0,001s",PASSED
Statement - ok = 0,IE 11,,2018-02-14 17:25:06,2018-02-14 17:25:06,"0,001s",PASSED
Statement - ko = 0,IE 11,,2018-02-14 17:25:06,2018-02-14 17:25:06,"0,001s",PASSED
Statement - For (def element : maps),IE 11,,2018-02-14 17:25:06,2018-02-14 17:25:15,"9,195s",PASSED
"Statement - println(""END TEST"")",IE 11,,2018-02-14 17:25:15,2018-02-14 17:25:15,"0,006s",PASSED
"Statement - println(""> TOTALE:"" + total)",IE 11,,2018-02-14 17:25:15,2018-02-14 17:25:15,"0,000s",PASSED
"Statement - println(""> OK:"" + ok)",IE 11,,2018-02-14 17:25:15,2018-02-14 17:25:15,"0,000s",PASSED
"Statement - println(""> KO:"" + ko)",IE 11,,2018-02-14 17:25:15,2018-02-14 17:25:15,"0,001s",PASSED
,,,,,,
Test Cases/DashboardTransportFilter,IE 11,,2018-02-14 17:25:15,2018-02-14 17:25:34,"18,132s",PASSED
Statement - select_status = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/transferStatusCLICK),IE 11,,2018-02-14 17:25:16,2018-02-14 17:25:16,"0,015s",PASSED
"Statement - optionMap = [""SUBMITTED"":""li_SUBMITTED"", ""SUSPENDED"":""li_SUSPENDED"", ""RESUMED"":""li_RESUMED"", ""STARTED"":""li_STARTED"", ""STARTED_RETRY"":""li_STARTED_RETRY"", ... ]",IE 11,,2018-02-14 17:25:16,2018-02-14 17:25:16,"0,000s",PASSED
"Statement - optionMap.each({ java.lang.Object optionIndex, java.lang.Object optionsValue -> ... })",IE 11,,2018-02-14 17:25:16,2018-02-14 17:25:30,"14,210s",PASSED
click,IE 11,,2018-02-14 17:25:30,2018-02-14 17:25:31,"1,101s",PASSED
click,IE 11,,2018-02-14 17:25:31,2018-02-14 17:25:32,"1,052s",PASSED
Statement - btn_clear = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/btn_clearfilter),IE 11,,2018-02-14 17:25:32,2018-02-14 17:25:32,"0,001s",PASSED
Statement - btn_apply = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/btn_applyfilter),IE 11,,2018-02-14 17:25:32,2018-02-14 17:25:32,"0,016s",PASSED
Statement - input_transferStatus = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/GhibliDashboard/input_transferStatus),IE 11,,2018-02-14 17:25:32,2018-02-14 17:25:32,"0,001s",PASSED
click,IE 11,,2018-02-14 17:25:32,2018-02-14 17:25:34,"1,245s",PASSED
